"filename", "language", "Go Module File", "Go Checksum File", "Go", "MS SQL", "Docker", "comment", "blank", "total"
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/config/config.go", "Go", 0, 0, 169, 0, 0, 56, 25, 250
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/coordinator/worker_client.go", "Go", 0, 0, 166, 0, 0, 39, 31, 236
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/grpcapi/mynexuspb/mynexus.pb.go", "Go", 0, 0, 1538, 0, 0, 51, 247, 1836
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/grpcapi/mynexuspb/mynexus_grpc.pb.go", "Go", 0, 0, 506, 0, 0, 138, 51, 695
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/grpcserver/server.go", "Go", 0, 0, 147, 0, 0, 23, 26, 196
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/models/admin_user.go", "Go", 0, 0, 9, 0, 0, 2, 2, 13
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/models/api_token.go", "Go", 0, 0, 12, 0, 0, 0, 2, 14
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/models/audit_log.go", "Go", 0, 0, 10, 0, 0, 0, 2, 12
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/models/book.go", "Go", 0, 0, 29, 0, 0, 4, 4, 37
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/models/chapter.go", "Go", 0, 0, 10, 0, 0, 0, 2, 12
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/models/chat_session.go", "Go", 0, 0, 21, 0, 0, 0, 4, 25
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/models/chunk.go", "Go", 0, 0, 11, 0, 0, 0, 2, 13
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/models/task.go", "Go", 0, 0, 29, 0, 0, 3, 5, 37
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/service/admin_user_service.go", "Go", 0, 0, 96, 0, 0, 10, 15, 121
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/service/audit_service.go", "Go", 0, 0, 55, 0, 0, 3, 11, 69
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/service/book_service.go", "Go", 0, 0, 345, 0, 0, 31, 54, 430
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/service/chat_service.go", "Go", 0, 0, 93, 0, 0, 0, 15, 108
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/service/task_service.go", "Go", 0, 0, 133, 0, 0, 6, 23, 162
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/service/token_service.go", "Go", 0, 0, 81, 0, 0, 5, 13, 99
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/storage/database.go", "Go", 0, 0, 7, 0, 0, 4, 3, 14
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/storage/migrator.go", "Go", 0, 0, 82, 0, 0, 15, 11, 108
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/storage/postgres/migrations/0001_init.sql", "MS SQL", 0, 0, 0, 81, 0, 3, 8, 92
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/storage/postgres/migrations/0002_admin_users.sql", "MS SQL", 0, 0, 0, 7, 0, 1, 2, 10
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/storage/postgres/migrations/0003_admin_audit_log.sql", "MS SQL", 0, 0, 0, 10, 0, 1, 2, 13
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/storage/postgres/migrations/0004_chunk_keyword_search.sql", "MS SQL", 0, 0, 0, 3, 0, 10, 3, 16
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/storage/postgres/migrations/0005_admin_avatar.sql", "MS SQL", 0, 0, 0, 1, 0, 1, 2, 4
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/storage/postgres/migrations/0006_book_summary.sql", "MS SQL", 0, 0, 0, 1, 0, 1, 2, 4
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/storage/postgres/postgres.go", "Go", 0, 0, 33, 0, 0, 5, 10, 48
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/storage/postgres/qmark_driver.go", "Go", 0, 0, 93, 0, 0, 7, 17, 117
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/storage/sqlite/migrations/0001_init.sql", "MS SQL", 0, 0, 0, 81, 0, 1, 8, 90
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/storage/sqlite/migrations/0002_admin_users.sql", "MS SQL", 0, 0, 0, 7, 0, 4, 2, 13
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/storage/sqlite/migrations/0003_admin_audit_log.sql", "MS SQL", 0, 0, 0, 10, 0, 3, 2, 15
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/storage/sqlite/migrations/0004_admin_avatar.sql", "MS SQL", 0, 0, 0, 1, 0, 3, 2, 6
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/storage/sqlite/migrations/0005_book_summary.sql", "MS SQL", 0, 0, 0, 1, 0, 4, 2, 7
"/Volumes/data/projects/poxenstudio/MyNexus/core-api/internal/storage/sqlite/sqlite.go", "Go", 0, 0, 43, 0, 0, 13, 12, 68
"Total", "-", 50, 175, 5246, 203, 25, 578, 926, 7203
